TaxonomicName;Country;Locality;Dataset;Brood;Latitude;Longitude;Eclosion Date;Collection;CoordAccuracy;CoordinateUncertaintyInMeters;InfraspecificEpithet
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Rio Chado;Nadeau Sheffield;;7,54647;-78,15315;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Morcote;Bogota Collection (Camilo Salazar);;5,61694444444;-72,3;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Pailania, San Francisco (Cocorna);Bogota Collection (Camilo Salazar);;5,98694444444;-75,1186111111;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Santa Librada;Heliconiine Butterfly Collection Records from University of Cambridge;;8,27971;-77,80982;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Santa Fe, by the river just past village;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;;Savane du Galion;Heliconiine Butterfly Collection Records from University of Cambridge;;4,789;-52,404;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;El Carmen;Bogota Collection (Camilo Salazar);;4,005208;-73,777508;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Boqueron;Heliconiine Butterfly Collection Records from University of Cambridge;;4,25;-74,55;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Venezuela;San Cristobal (UNET-Paramillo);Bogota Collection (Camilo Salazar);;7,94055555556;-72,3405555556;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Boqueron;Heliconiine Butterfly Collection Records from University of Cambridge;;4,25;-74,55;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Santafé de los guaduales;Bogota Collection (Camilo Salazar);;1,409167;-75,206111;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Santa Librada;Heliconiine Butterfly Collection Records from University of Cambridge;;8,27971;-77,80982;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Caguanera;Heliconiine Butterfly Collection Records from University of Cambridge;;8,58225;-78,1667;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just before shrine towards Villavicencio, lower site),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Santafé de Antioquia;Bogota Collection (Camilo Salazar);;6,55798055556;-75,8267083333;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Ecuador;Km 119 Baeza - Lago Agrio;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,178;-77,68167;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Venezuela;San Cristobal-Rio Frio;Bogota Collection (Camilo Salazar);;7,587777;-72,1275;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerto Lajas Blancas;Heliconiine Butterfly Collection Records from University of Cambridge;;8,39141;-77,84473;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;;Morcote, Boyaca, Colombia;STRI Collection (Owen);;5,6212;-72,3009;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal U (just before shrine towards Villavicencio, upper site),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;La Vega;Heliconiine Butterfly Collection Records from University of Cambridge;;4,992;-74,331;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Santa Librada;Heliconiine Butterfly Collection Records from University of Cambridge;;8,27971;-77,80982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Suriname;Peperpot Town, Commewijne, Suriname;Heliconiine Butterfly Collection Records from University of Cambridge;;5,774;-55,1148;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;;Savane du Galion;Heliconiine Butterfly Collection Records from University of Cambridge;;4,789;-52,404;;;;0;
Heliconius melpomene ssp. melpomene;Suriname;Meerzorg;Heliconiine Butterfly Collection Records from University of Cambridge;;5,785;-55,101;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Santa Librada;Heliconiine Butterfly Collection Records from University of Cambridge;;8,27971;-77,80982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Boqueron;Heliconiine Butterfly Collection Records from University of Cambridge;;4,25;-74,55;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Santafé de Antioquia;Bogota Collection (Camilo Salazar);;6,55798055556;-75,8267083333;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Crique Yiyi, Kourou - St Laurent;Heliconiine Butterfly Collection Records from University of Cambridge;;5,4238;-53,632;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Santa Fe, by the river just past village;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Suriname;Peperpot Town, Commewijne, Suriname;Heliconiine Butterfly Collection Records from University of Cambridge;;5,774;-55,1148;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just before shrine towards Villavicencio, lower site),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;;Mangowitchit A;Heliconiine Butterfly Collection Records from University of Cambridge;;9,15242;-78,69004;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Caguanera;Heliconiine Butterfly Collection Records from University of Cambridge;;8,58225;-78,1667;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just after shrine towards Villavicencio),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;;Mangowitchit A;Heliconiine Butterfly Collection Records from University of Cambridge;;9,15242;-78,69004;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Boqueron;Heliconiine Butterfly Collection Records from University of Cambridge;;4,25;-74,55;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal (just before shrine towards Villavicencio, lower site),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Fondiadero;Nadeau Sheffield;;7,48767;-78,12733;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Virgen de Chirajara near Guayabetal U (just before shrine towards Villavicencio, upper site),;Heliconiine Butterfly Collection Records from University of Cambridge;;4,265;-73,7974;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Pailania, San Francisco (Cocorna);Bogota Collection (Camilo Salazar);;5,98694444444;-75,1186111111;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Santafé de Antioquia;Bogota Collection (Camilo Salazar);;6,55798055556;-75,8267083333;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Gamboa_insectaries;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Sablance (La Victoire), Route N1, km 19;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9632;-52,42;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;;Mangowitchit A;Heliconiine Butterfly Collection Records from University of Cambridge;;9,15242;-78,69004;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Caguanera;Heliconiine Butterfly Collection Records from University of Cambridge;;8,58225;-78,1667;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Morcote;Bogota Collection (Camilo Salazar);;5,61694444444;-72,3;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Chirajara ;Bogota Collection (Camilo Salazar);;4,213333;-73,802777;;;;0;
Heliconius melpomene ssp. melpomene;Colombia;Mariquita Reserve,;Heliconiine Butterfly Collection Records from University of Cambridge;;5,212;-74,897;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Puerta Lara;Heliconiine Butterfly Collection Records from University of Cambridge;;8,61355;-78,13982;;;;0;
Heliconius melpomene ssp. melpomene;;Savane du Galion;Heliconiine Butterfly Collection Records from University of Cambridge;;4,789;-52,404;;;;0;
Heliconius melpomene ssp. melpomene;Panamá;Lago Bayano, Darién, Panama;STRI Collection (Owen);;9,1525;-78,68972;;;;0;
Heliconius melpomene ssp. melpomene;French Guiana;Pointe Macouria,;Heliconiine Butterfly Collection Records from University of Cambridge;;4,9138;-52,3595;;;;0;
