TaxonomicName;Country;Locality;Dataset;Brood;Latitude;Longitude;Eclosion Date;Collection;CoordAccuracy;CoordinateUncertaintyInMeters;InfraspecificEpithet
Unknown;Ecuador;Vía Arajuno Km58.4;Patricio Salazar;;-1,250966667;-77,69885;;;;0;
Unknown;Panamá;Gamboa_insectaries;Panama2015;?;9,12;-79,702;24/07/2015;;;0;
Unknown;Suriname;Cultuurtuin, Paramaribo, Suriname;Heliconiine Butterfly Collection Records from University of Cambridge;;5,8399;-55,1596;;;;0;
Unknown;Panamá;Gamboa_insectaries;Panama2015;?;9,12;-79,702;24/07/2015;;;0;
Unknown;Suriname;Bakhuis-Nickerie Rd, Sipaliwini, Suriname;Heliconiine Butterfly Collection Records from University of Cambridge;;4,72;-56,81;;;;0;
Unknown;Panamá;Gamboa_insectaries;Panama2015;?;9,12;-79,702;24/07/2015;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea tarricina;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea tarricina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Tithorea harmonia ssp. manabiana;Ecuador;Nanegal to Marianita;Heliconiine Butterfly Collection Records from University of Cambridge;;0,135;-78,66544;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia ssp. hermias;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Tithorea harmonia;Ecuador;El Capricho Km 5.7;;;0;0;;;;0;
Tithorea harmonia;Ecuador;El Capricho Km 5.7;;;0;0;;;;0;
Tithorea harmonia;Ecuador;Río Pusuno;;;0;0;;;;0;
Tithorea harmonia;Ecuador;Río Pusuno;;;0;0;;;;0;
Tithorea harmonia;Ecuador;Río Pusuno;;;0;0;;;;0;
Tithorea harmonia;Ecuador;Río Pusuno;;;0;0;;;;0;
Tithorea harmonia;Ecuador;Río Pusuno;;;0;0;;;;0;
Tithorea harmonia;Panamá;Pipeline road 3 km,;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Tithorea harmonia;Ecuador;Ikiam Mariposario;;;0;0;;;;0;
Tithorea harmonia;Panamá;Pipeline road 3 km,;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Thyridia psidii ssp. ino;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Thyridia psidii;Ecuador;Mina Negra;;;0;0;;;;0;
Tegosa sp.;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Scada zibia ssp. xanthina;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Scada zibia ssp. batesi;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Napo Wildlife Center ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5238;-76,4407;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Scada zibia ssp. batesi;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Scada zibia ssp. batesi;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Scada zibia;Ecuador;Rio Arajuno Coca road km 10.8;;;0;0;;;;0;
Scada zibia;Ecuador;Campococha;;;0;0;;;;0;
Scada zibia;Ecuador;Rio Arajuno Coca road km 10.8;;;0;0;;;;0;
Scada zibia;Panamá;Cana, around runway area,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7568;-77,6841;;;;0;
Scada zibia;Ecuador;Rio Arajuno Coca road km 10.8;;;0;0;;;;0;
Scada zibia;Ecuador;El Capricho Km 5.7;;;0;0;;;;0;
Scada zibia;Ecuador;Rio Arajuno Coca road km 10.8;;;0;0;;;;0;
Scada zibia;Panamá;El Llano - Carti,;Heliconiine Butterfly Collection Records from University of Cambridge;;9,3165;-78,997;;;;0;
Scada zibia;Panamá;Santa Rita Ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;9,34;-79,77;;;;0;
Scada zemira;Ecuador;Alluriquin;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,3197;-79,337;;;;0;
Scada reckia ssp. ethica;Ecuador;Jatun Sacha,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,7816;-77,836;;;;0;
Pteronymia zerlina;;36-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia zerlina;;KRW253 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia zerlina;;KRW253 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia zerlina;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Pteronymia zerlina;;32-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia zerlina;;KRW253 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Coca ECD NA;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,4667;-76,9833;;;;0;
Pteronymia vestilla ssp. sparsa;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia vestilla;Ecuador;Río Pusuno;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Ikiam Mariposario;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Río Pusuno;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Río Pusuno;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Río Pusuno;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Río Pusuno;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Río Pusuno;;;0;0;;;;0;
Pteronymia vestilla;Ecuador;Rio Yuturi , lodge trail Rio Napo;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,548;-76,4133;;;;0;
Pteronymia veia;;11-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia veia;Ecuador;Yangana, Rio Chiriguaña;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,3567;-79,1667;;;;0;
Pteronymia veia;Ecuador;Yangana, Rio Chiriguaña;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,3567;-79,1667;;;;0;
Pteronymia ticida;Ecuador;Rio Yuturi , lodge trail Rio Napo;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,548;-76,4133;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia ticida;;35-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia ticida;;KRW-243 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia ticida;Ecuador;Yambala Rio u Solamaco las Palmas ECD LO;Heliconiine Butterfly Collection Records from University of Cambridge;;-4,25;-79,1667;;;;0;
Pteronymia teresita;Ecuador;km 14 Limón-Gualaceo rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia sp.nov.;Panamá;Cana, around runway area,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7568;-77,6841;;;;0;
Pteronymia sp.nov.;Panamá;Cana, around runway area,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7568;-77,6841;;;;0;
Pteronymia sp.;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia sp.;;KRW 11/1/4-1;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia simplex;Panamá;Cafe Vista Hermosa, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia serrata;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia sao;Ecuador;Rio Yuturi, lodge trail;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,548;-76,4133;;;;0;
Pteronymia primula ssp. primula;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia primula ssp. primula;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia primula ssp. primula;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Pteronymia primula ssp. primula;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia primula ssp. primula;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia primula ssp. primula;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia primula ssp. primula;Ecuador;Napo Wildlife Center tiputini trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5293;-76,417;;;;0;
Pteronymia primula ssp. primula;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pteronymia primula;;15YT 1998;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia picta ssp. notilla;Panamá;Cerro Pirre, Cana,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7638;-77,7212;;;;0;
Pteronymia picta ssp. notilla;Panamá;Cerro Pirre, Cana,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7638;-77,7212;;;;0;
Pteronymia ozia;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Pteronymia ozia;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Pteronymia ozia;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Pteronymia ozia;Ecuador;Loma Kilamo , Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,35;-78,145;;;;0;
Pteronymia oneida;;39-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia oneida;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Pteronymia oneida;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Pteronymia notilla;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia notilla;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia notilla;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia lonera;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Pteronymia lonera;Panamá;Continental Divide Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,7853;-82,2143;;;;0;
Pteronymia lonera;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia laura;Colombia;Otanche;Heliconiine Butterfly Collection Records from University of Cambridge;;5,6611;-74,185;;;;0;
Pteronymia latilla;Ecuador;El Topo, Baños - Puyo road,;Heliconiine Butterfly Collection Records from University of Cambridge;;-1,39801;-78,17813;;;;0;
Pteronymia latilla;;KRW 11/1/4-4;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia hara;Ecuador;Finca Narupa, bridge;;;0;0;;;;0;
Pteronymia hara;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Pteronymia hara;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Pteronymia hara;;12-21-2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia gertschi;;KRW 11/1/4-7;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia dispaena;;KRW 11/1/4-3;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia artena;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia artena;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia artena;Ecuador;El Capricho Km 5.7;;;0;0;;;;0;
Pteronymia artena;Ecuador;Mina Negra;;;0;0;;;;0;
Pteronymia artena;Ecuador;Loma Kilamo , Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,35;-78,145;;;;0;
Pteronymia artena;Panamá;Cafe Duran Finca, near Santa Clara,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8388;-82,7148;;;;0;
Pteronymia artena;Panamá;Palo Alto, Boquete,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8027;-82,4244;;;;0;
Pteronymia artena;Ecuador;Loma Kilamo , Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,35;-78,145;;;;0;
Pteronymia artena;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Pteronymia artena;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia artena;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Pteronymia alissa;Ecuador;Yakunk-Cutucu trail, river camp;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,7518;-78,3183;;;;0;
Pteronymia alissa;;KRW2 21/22;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia alissa;;KRW22 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia alissa;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Pteronymia aletta ssp. lilla;;san marcos 1996,;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Pteronymia aletta ssp. lilla;Ecuador;Palmarcito, km 15 Pedernales-Jama rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,1233;-78,1667;;;;0;
Pteronymia aletta ssp. agalla;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Pteronymia alcmena;Panamá;Cerro Pirre, Cana,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7638;-77,7212;;;;0;
Pteronymia alcmena;Panamá;Cerro Pirre, Cana,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7638;-77,7212;;;;0;
Pteronymia;Ecuador;Alluriquin;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,3197;-79,337;;;;0;
Pteronymia;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Pteronymia;Ecuador;Bosque Protector La Perla,;Heliconiine Butterfly Collection Records from University of Cambridge;;1,0333;-79,0333;;;;0;
Pteronymia;Ecuador;Rio Abanico, Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,251;-78,2;;;;0;
Pteronymia;Ecuador;Alluriquin;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,3197;-79,337;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna ssp. utilla;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Mina Negra;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
